ticker,event_date,move_pct,atr_pct,normalized_move,price_at_event,event_type,drug_name,catalyst_summary,catalyst_type,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,move_magnitude,move_class_abs,move_class_norm,move_class_combo,stock_relative_move
IRWD,2025-04-17,-2.67,19.74,0.14,0.73,Loser,apraglutide,"Ironwood announced FDA approval of apraglutide for short bowel syndrome with intestinal failure on April 14, 2025, based on positive Phase 3 STARS trial data showing significant reductions in weekly parenteral support volume and achievement of enteral autonomy in patients.",Clinical Data,,short bowel syndrome with intestinal failure,Phase 3,True,"STARS trial is described as the pivotal Phase 3 trial, largest SBS-IF trial to date, with plans for NDA submission despite needing confirmatory trial[1][2][4]",,Yes,"Generated strong safety and efficacy data in STARS Phase 3, with significant reductions in parenteral support volume and more patients achieving enteral autonomy[1][2]",,,,,,,,,644.21,3.96,140.41,,0.09,0.96,4.85,none,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
SNSE,2025-04-07,3.81,28.45,0.13,6.0,Gainer,solnerstotug,"Sensei Biotherapeutics announced preliminary safety and efficacy data in March 2025 highlighting favorable activity in PD-(L)1 resistant tumors, with full dose expansion data including 6-month progression-free survival results presented at ESMO Congress in October 2025.",Clinical Data,,advanced solid tumors resistant to prior PD-(L)1 therapy,Phase 1/2,False,,,Unclear,"Preliminary data showed promising safety and efficacy with 14% ORR and 62% disease control rate in 21 patients with 'hot' tumors, and 50% six-month progression-free survival in the 15-mg/kg cohort.",,,,,,,,,42.25,33.5,25.04,13.0,0.03,0.04,,none,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
SGMO,2025-01-06,3.85,30.99,0.12,1.35,Gainer,isaralgagene civaparvovec (ST-920),"No clinical trial data or results for SGMO were announced on or around January 6, 2025; detailed STAAR study data for isaralgagene civaparvovec in Fabry disease was presented later at WORLDSymposium 2026 with prior topline results in June 2025 and BLA initiation in November-December 2025.",Clinical Data,,Fabry disease,Phase 1/2,True,"FDA agreed that eGFR slope at 52 weeks from the Phase 1/2 STAAR study can serve as the primary basis for Accelerated Approval, eliminating the need for an additional registrational study[1][2]",,Yes,"The STAAR study demonstrated a positive mean annualized eGFR slope at 52 weeks across all dosed patients, with statistically significant improvements in both mean and median eGFR levels in the 18 patients with more than one year of follow-up data[1][2]",,,,,,,,,143.02,0.38,29.62,4.0,0.07,0.18,3.81,buy,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
SMMT,2025-04-30,2.12,16.44,0.13,24.12,Gainer,ivonescimab,"No clinical trial data or results for SMMT were announced on or around April 30, 2025; the closest announcements were HARMONi-6 topline PFS results on April 23, 2025, and HARMONi topline results in May 2025.",Clinical Data,,"EGFR-mutated, locally advanced or metastatic non-squamous non-small cell lung cancer (NSCLC) after third-generation EGFR TKI failure",Phase 3,True,HARMONi is a multiregional Phase III trial sponsored by Summit evaluating ivonescimab for potential global regulatory approval outside China[1][2][6],,Unclear,Topline PFS results announced in May 2025; 45% risk reduction in China patients (statistically significant) but only 33% in Western patients (not statistically significant)[2][5],,,,,,,,,11866.41,15.94,238.55,10.0,0.31,0.16,32.42,buy,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
IVVD,2025-02-19,-4.11,26.94,0.15,1.4,Loser,VYD2311,"Invivyd (IVVD) announced positive Phase 1/2 clinical trial data for VYD2311, a monoclonal antibody for COVID-19 prevention, on February 3, 2025, showing favorable safety, pharmacokinetics, and antiviral activity, but no announcements occurred on or around February 19, 2025.[1]",Clinical Data,,COVID-19 prevention,Phase 1/2,False,,,Unclear,"No specific results reported; Phase 1 data readout on potency, half-life, and safety anticipated later in Q2 2025, with primary endpoint of RT-PCR-confirmed symptomatic COVID-19 through Day 90.",,,,,,,,,437.08,1.55,84.97,12.0,0.1,0.92,10.0,none,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
VYNE,2025-07-31,-8.04,10.75,0.75,0.37,Loser,Repibresib,"VYNE Therapeutics announced topline results from its Phase 2b trial of repibresib gel in nonsegmental vitiligo on July 30, 2025, which missed primary and key secondary endpoints but showed some positive signals in secondary measures at the highest dose; the company terminated the trial extension.[1][2]",Clinical Data,,nonsegmental vitiligo,Phase 2b,False,,,No,Failed to meet primary endpoint of proportion of subjects achieving >50% improvement in facial vitiligo score and key secondary endpoint of >75% improvement.,,,,,,,,,19.8,0.59,32.7,10.0,0.02,0.27,2.0,none,0.55,,,False,True,Low,VeryLow,Noise,Low,Low
MIST,2024-03-14,-2.07,15.04,0.14,1.42,Loser,AP01 (inhaled pirfenidone),,Clinical Data,NCT06951217,Progressive Pulmonary Fibrosis,Phase 2b,False,,,Unclear,No data released around 2024-03-14; MIST trial initiated September 2024 with primary endpoint of change from baseline in FVC at Week 52.,"A Multinational, Long-Term, Safety and Tolerability, Open-Label Extension Study of Subjects Who Have Participated in Avalyn Pharma Studies of Inhaled Antifibrotic Agents (AP-LTE-008 [SAIL])",PHASE2,340.0,Progressive Pulmonary Fibrosis; Idiopathic Pulmonary Fibrosis (IPF),RECRUITING,Avalyn Pharma Inc.,,2031-12-31,144.79,1.7,82.58,22.0,0.11,0.42,6.6,none,0.73,,,True,True,Low,VeryLow,Noise,Low,Low
KALA,2025-10-21,-2.11,12.8,0.16,0.93,Loser,KPI-012,"Kala Bio announced topline results from the CHASE Phase 2b trial of KPI-012 for persistent corneal epithelial defect (PCED) around late September 2025, reporting that it missed the primary endpoint and key secondary endpoints, leading to discontinuation of development.[2][5]",Clinical Data,NCT05727878,Persistent Corneal Epithelial Defect,Phase 2b,True,Company stated CHASE Phase 2b could serve as first of two pivotal trials for BLA submission if positive[1][5],,No,KPI-012 failed to meet the primary endpoint and key secondary endpoints in the CHASE Phase 2b trial for PCED[3],A Study to Evaluate Safety and Efficacy of KPI-012 Ophthalmic Solution in Participants With Persistent Corneal Epithelial Defect (PCED),PHASE2,103.0,Persistent Corneal Epithelial Defect,TERMINATED,"Combangio, Inc",RANDOMIZED,2025-09-29,346.31,0.38,21.1,7.0,0.03,0.01,,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
LXEO,2024-07-18,-2.03,14.62,0.14,11.09,Loser,LX2006,"Lexeo Therapeutics announced positive interim Phase 1/2 clinical trial data for LX2006 on July 15, 2024, showing reductions in left ventricular mass index and other cardiac improvements, with related news coverage on July 18, 2024.",Clinical Data,NCT05445323,Friedreich Ataxia Cardiomyopathy,Phase 1/2,False,,,Unclear,"Interim data showed mean reduction in left ventricular mass index of 11.4% at 12 months and 18.3% at 18 months in participants with elevated baseline levels, with improvements in other cardiac biomarkers and increased frataxin expression.",A Phase 1/2 Study of the Safety and Efficacy of LX2006 Gene Therapy in Participants With Cardiomyopathy Associated With Friedreich's Ataxia,PHASE1/PHASE2,8.0,"Friedreich Ataxia; Cardiomyopathy, Secondary",ACTIVE_NOT_RECRUITING,Lexeo Therapeutics,,2029-09,459.09,6.29,122.76,13.0,0.18,1.15,19.64,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
IVVD,2024-08-28,-2.17,9.39,0.23,0.9,Loser,pemivibart,"Invivyd (IVVD) announced positive 180-day clinical efficacy data from the CANOPY Phase 3 trial of pemivibart on August 27, 2024, showing an 84% relative risk reduction in symptomatic COVID-19 compared to placebo in immunocompetent individuals and a 3% rate in immunocompromised patients.[1]",Clinical Data,NCT06039449,COVID-19,Phase 3,True,Phase 3 randomized placebo-controlled trial supporting EUA for COVID-19 prevention,,Yes,Met primary endpoint with 84% relative risk reduction in symptomatic COVID-19 vs placebo through month 6 in immunocompetent participants.,A Study to Evaluate the Efficacy and Safety of VYD222 for Prevention of COVID-19 (CANOPY),PHASE3,790.0,COVID-19; SARS-CoV-2,COMPLETED,"Invivyd, Inc.",RANDOMIZED,2024-11-19,437.08,1.55,84.97,12.0,0.1,0.92,10.0,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SGMO,2024-11-08,2.14,14.78,0.14,2.87,Gainer,isaralgagene civaparvovec (ST-920),Sangamo reported detailed Phase 1/2 STAAR study data showing positive kidney function results with a mean annualized eGFR slope of 1.965 mL/min/1.73m²/year at 52 weeks and sustained α-Gal A activity up to 4.5 years in Fabry disease patients.,Clinical Data,NCT04046224,Fabry Disease,Phase 1/2,True,"FDA agreed to use eGFR slope from this registrational Phase 1/2 STAAR study as primary basis for accelerated approval, avoiding need for additional registrational study[1][3][4][6]",,Yes,"Positive mean annualized eGFR slope of 1.965 mL/min/1.73m²/year at 52 weeks across all dosed patients, improving upon typical decline in Fabry disease[1][3][5]","A Phase I/II, Multicenter, Open-Label, Single-Dose, Dose-Ranging Study to Assess the Safety and Tolerability of ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy, in Subjects With Fabry Disease (STAAR)",PHASE1/PHASE2,33.0,Fabry Disease,COMPLETED,Sangamo Therapeutics,NON_RANDOMIZED,2025-04-10,143.02,0.38,29.62,4.0,0.07,0.18,3.81,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SAVA,2025-04-04,2.36,15.93,0.15,1.3,Gainer,simufilam,"No clinical trial data or results for SAVA (Cassava Sciences) were announced on or around April 4, 2025; the closest was topline Phase 3 results for simufilam in Alzheimer's disease reported on March 25, 2025, confirming failure to meet endpoints, with peer-reviewed publication in January 2026.",Clinical Data,NCT04994483,Alzheimer Disease,Phase 3,True,Phase III ReThink-ALZ study (NCT04994483) was a registrational trial designed to support FDA approval in mild-to-moderate Alzheimer's disease.,,No,"Failed to meet co-primary endpoints of change in cognition (ADAS-COG12) and function (ADCS-ADL) after one year, along with all secondary and exploratory biomarker endpoints.","A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, 52-week Study Evaluating the Safety and Efficacy of Simufilam 100 mg Tablets in Subjects With Mild-to-Moderate Alzheimer's Disease",PHASE3,804.0,Alzheimer Disease,COMPLETED,"Cassava Sciences, Inc.",RANDOMIZED,2024-10-02,102.9,2.13,106.08,15.0,0.15,0.29,8.0,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
VRCA,2024-08-21,2.83,21.92,0.13,29.1,Gainer,VP-315,"Verrica Pharmaceuticals (VRCA) announced positive preliminary topline results from Part 2 of its Phase 2 clinical trial of VP-315 for basal cell carcinoma on August 14, 2024, showing 51% complete histological clearance, 86% overall tumor size reduction, and good tolerability with no serious adverse events.",Clinical Data,NCT05188729,basal cell carcinoma,Phase 2,False,,,Yes,Achieved 51% complete histological clearance and 86% overall tumor size reduction in Part 2 of the Phase 2 trial.,"A Phase 2, Multicenter, Open-label, Proof-of-concept Study With Safety Run-in to Evaluate the Safety, Pharmacokinetics, and Efficacy of VP-315 in Adult Subjects With Basal Cell Carcinoma",PHASE2,92.0,"Basal Cell Carcinoma; Skin Cancer; Cancer of the Skin, Basal Cell; Cancer of the Skin; Carcinoma",COMPLETED,Verrica Pharmaceuticals Inc.,NON_RANDOMIZED,2024-04-15,92.58,5.79,21.1,8.0,0.03,0.33,16.5,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SANA,2024-01-26,2.24,17.75,0.13,5.47,Gainer,UP421,"Sana Biotechnology announced positive initial clinical results on January 7, 2025, from a first-in-human type 1 diabetes study of UP421 islet cell transplantation without immunosuppression, showing cell survival and insulin production at 4 and 12 weeks in one patient.",Clinical Data,NCT06239636,Type 1 diabetes,Phase 1,False,,,Yes,Met primary safety endpoint with no safety issues observed and evidence of cell survival at multiple timepoints including six months post-transplantation.,First-in-human Safety Study of Hypoimmune Pancreatic Islet Transplantation in Adult Subjects With Type 1 Diabetes,EARLY_PHASE1,2.0,Type1diabetes,RECRUITING,Per-Ola Carlsson,,2025-05,1068.13,4.01,153.05,11.0,0.38,0.78,8.71,none,0.82,Event older than 730 days: 2024-01-26,,True,False,Low,VeryLow,Noise,Low,Low
IBRX,2024-11-11,-2.15,14.05,0.15,5.45,Loser,CD19 CAR-NK,"ImmunityBio (IBRX) announced interim clinical trial data from QUILT-106 on November 12, 2024, showing 100% disease control and durable complete responses (up to 15 months) in 4 Waldenstrom lymphoma patients treated with chemo-free CD19 CAR-NK plus rituximab.[1][7]",Clinical Data,NCT06464679,Waldenstrom lymphoma,Phase 1,False,,,Unclear,Interim data showed 100% disease control with durable complete responses up to 15 months in 4 Waldenstrom lymphoma patients treated with CD19 CAR-NK plus rituximab[1][7].,An Exploratory Clinical Study of the Safety and Efficacy of CD19 Chimeric Antigen Receptor NK Cell Injection for the Treatment of Relapsed/Refractory Autoimmune Diseases,PHASE1,72.0,Autoimmune Diseases,RECRUITING,Changhai Hospital,,2025-12-30,8569.2,8.7,257.81,9.0,0.41,0.18,11.8,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
ORIC,2025-02-28,2.42,17.42,0.14,8.03,Gainer,ORIC-944,"ORIC Pharmaceuticals reported Phase 1b clinical trial data for ORIC-944 in metastatic castration-resistant prostate cancer (mCRPC) on February 18, 2025, including encouraging early safety and efficacy results from ongoing dose escalation trials in combination with androgen receptor inhibitors like apalutamide and darolutamide.[4]",Clinical Data,NCT05413421,metastatic castration-resistant prostate cancer,Phase 1b,False,,,Unclear,Determined recommended Phase 2 dose (RP2D) via 3+3 dose escalation design with encouraging PSA50 response rate of 55% (40% confirmed) and ctDNA reductions in 76% of patients.,"An Open-Label, Phase 1/1b Study of ORIC-944 as a Single Agent or in Combination With an Androgen Receptor Pathway Inhibitor in Patients With Metastatic Prostate Cancer",PHASE1,250.0,Metastatic Prostate Cancer,RECRUITING,ORIC Pharmaceuticals,NON_RANDOMIZED,2025-12,1081.99,11.11,287.14,29.0,0.23,1.21,21.0,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
ANRO,2024-10-29,-4.98,33.51,0.15,4.01,Loser,ALTO-100,"Alto Neuroscience (ANRO) announced topline results from the Phase 2b trial of ALTO-100 for major depressive disorder (MDD) on October 22, 2024, which failed to meet its primary endpoint of change in MADRS score compared to placebo.[8][9]",Clinical Data,NCT06656416,major depressive disorder,Phase 2b,False,,,No,Failed to meet primary endpoint of change in MADRS score compared to placebo.,"A Randomized, Double-Blind, Placebo-Controlled Study Followed by Open-Label Treatment of ALTO-100 in Adults With Bipolar Disorder Currently Experiencing a Major Depressive Episode",PHASE2,200.0,Bipolar Disorder I or II With a Major Depressive Episode,RECRUITING,Alto Neuroscience,RANDOMIZED,2026-08,547.39,17.62,137.82,31.0,0.08,0.79,31.25,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
MGNX,2024-05-29,-4.61,33.01,0.14,4.14,Loser,vobra duo,"MacroGenics (MGNX) announced interim updated safety and efficacy data from the TAMARACK study on May 9, 2024 (data cutoff April 12, 2024), reporting five patient deaths including three potentially related to vobra duo, with stock crashing reported around May 29, 2024; no separate clinical trial results were announced precisely on May 29, 2024.",Clinical Data,NCT05362773,Metastatic castration-resistant prostate cancer (mCRPC),Phase 2,True,"Phase 2 randomized trial designed to evaluate efficacy and safety with primary endpoint of landmark 6-month radiographic progression-free survival, intended to support regulatory advancement",,Mixed,"Landmark 6-month radiographic PFS of 69% and 70% for the 2.0mg/kg and 2.7mg/kg doses respectively, numerically above docetaxel's ~8 months median rPFS; however, efficacy was offset by safety concerns with eight patient deaths reported, leading MacroGenics to discontinue further internal development in March 2025","A Phase 1, First-in-Human, Dose Escalation Study of MGD024, a CD123 x CD3 Bispecific DART Molecule, in Patients With Select Relapsed or Refractory Hematologic Malignancies",PHASE1,130.0,"Leukemia, Acute Myeloid; Myelodysplastic Syndromes; Classical Hodgkin Lymphoma; Leukemia, B-cell; Leukemia, Hairy Cell; Mastocytosis, Aggressive Systemic; Blastic Plasmacytoid Dendritic Cell Neoplasm; Chronic Myeloid Leukemia",RECRUITING,MacroGenics,,2026-11,107.54,1.7,146.4,10.0,0.08,0.65,3.4,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
OMER,2025-11-03,-2.18,15.58,0.14,7.17,Loser,narsoplimab,"Omeros (OMER) reported third-quarter 2025 results on November 13, 2025, including key clinical data for narsoplimab showing 61% complete response (CR) in the pivotal TA-TMA study (N=28), 68% CR in evaluable expanded access patients, and 73-74% 100-day survival rates.[1][4]",Clinical Data,NCT04488081,hematopoietic stem cell transplant-associated thrombotic microangiopathy (TA-TMA),Phase 3,True,Completed pivotal Phase 3 trial with significant survival benefit compared to external controls; BLA resubmitted to FDA in March 2025 with PDUFA date in late September 2025,,Yes,"Pivotal Phase 3 trial demonstrated 61% complete response rate in the primary study population (N=28), 68% complete response in evaluable expanded access patients, and 73-74% 100-day survival rates, showing significant survival benefit compared to external controls",I-SPY COVID TRIAL: An Adaptive Platform Trial to Reduce Mortality and Ventilator Requirements for Critically Ill Patients,PHASE2,1500.0,COVID-19,RECRUITING,QuantumLeap Healthcare Collaborative,RANDOMIZED,2028-07-31,853.64,12.04,36.09,4.0,0.26,0.47,38.0,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
VSTM,2024-06-06,-3.96,30.18,0.13,3.64,Loser,avutometinib plus defactinib,"Verastem Oncology (VSTM) announced positive initial interim safety and efficacy results from the RAMP 205 Phase 1/2 trial on May 23, 2024, with 83% (5/6) confirmed partial responses in cohort 1, presented at ASCO on June 1, 2024, and updated results announced around June 2, 2024.[1][2]",Clinical Data,NCT06630260,metastatic pancreatic ductal adenocarcinoma,Phase 1/2,False,,,Unclear,Initial interim results showed 83% (5/6) confirmed partial responses (ORR) in cohort 1 receiving avutometinib plus defactinib with gemcitabine and nab-paclitaxel.,A Phase 1/2 Trial of the Doublet Combination of Avutometinib and Defactinib and as a Triplet in Combination With Temozolomide in Patients With High Grade Malignant Brain Tumours Within the 5G Platform,PHASE1/PHASE2,182.0,"Glioblastoma Multiforme (GBM); Glioblastoma Multiform (Grade IV Astrocytoma); Diffuse Hemispheric Glioma, H3 G34-Mutant; Malignant Primary Gliomas",RECRUITING,"Institute of Cancer Research, United Kingdom",NON_RANDOMIZED,2029-09-30,446.65,5.93,137.71,12.0,0.22,0.99,16.62,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
NTLA,2025-10-31,2.89,21.15,0.14,12.62,Gainer,"nexiguran ziclumeran (nex-z, NTLA-2001)","No clinical trial data or results were announced for NTLA on or around October 31, 2025; instead, on October 27-29, 2025, Intellia paused enrollment in the MAGNITUDE and MAGNITUDE-2 trials due to a Grade 4 liver enzyme elevation in one participant, leading to an FDA clinical hold.[2]",Clinical Data,NCT06672237,Transthyretin (ATTR) amyloidosis with cardiomyopathy (ATTR-CM) and polyneuropathy (ATTR-PN),Phase 3,True,MAGNITUDE and MAGNITUDE-2 are Phase 3 registrational trials designed to evaluate efficacy and safety for potential FDA approval of the first CRISPR-based one-time treatment for ATTR amyloidosis[1][3],,Unclear,"No primary endpoint results were announced; instead, enrollment was paused on October 27, 2025, after one participant experienced Grade 4 liver transaminases and elevated bilirubin on September 30, 2025, triggering protocol-defined safety criteria and an FDA clinical hold on October 29, 2025[1][3][4]","MAGNITUDE-2: A Phase 3, Multinational, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of NTLA-2001 in Participants With Hereditary Transthyretin Amyloidosis With Polyneuropathy (ATTRv-PN)",PHASE3,50.0,"Neuromuscular Disease; Neuromuscular Diseases (NMD); Neurodegenerative Disease; Neurodegenerative Disease, Hereditary; Neurodegenerative Diseases; Neuromuscular Diseases; Nerve Disorders; Nervous System Disease; Nervous System Diseases; Genetic Disease, Inborn; Amyloidosis, Familial; Amyloidosis, Hereditary; Amyloidosis; Polyneuropathies; Amyloid Neuropathies; Amyloid Neuropathies, Familial; Peripheral Nervous System Disease; Peripheral Nervous System Diseases; Metabolism, Inborn Errors; Metabolic Diseases",ACTIVE_NOT_RECRUITING,Intellia Therapeutics,RANDOMIZED,2027-07,1464.09,12.64,511.04,14.0,0.44,0.87,23.86,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
CTMX,2024-05-23,-2.66,24.29,0.11,1.83,Loser,CX-2051,"CytomX Therapeutics announced positive interim Phase 1 clinical trial data for CX-2051 in advanced colorectal cancer on or around May 2024, showing a 28% confirmed ORR, 94% disease control rate, and 5.8 months median PFS in 18 efficacy-evaluable patients.[1][2]",Clinical Data,NCT06265688,advanced colorectal cancer,Phase 1,False,,,Unclear,Phase 1 trial primarily assesses safety and tolerability with no DLTs observed and manageable adverse events; encouraging efficacy showed 28% confirmed ORR and 5.8 months median PFS in 18 efficacy-evaluable patients.,An Investigational Study of CX-2051 in Participants With Advanced Solid Tumors,PHASE1,124.0,"Solid Tumor, Adult",RECRUITING,CytomX Therapeutics,,2027-11-30,920.03,5.43,143.63,23.0,0.09,0.92,9.0,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
BIOA,2024-12-13,-6.75,43.96,0.15,4.28,Loser,azelaprag,"BioAge Labs announced the discontinuation of the STRIDES Phase 2 clinical trial of azelaprag on December 6, 2024, due to observed liver transaminitis in some patients receiving the drug.",Clinical Data,NCT06515418,Obesity,Phase 2,False,,,No,"Trial discontinued due to liver transaminitis observed in 11 of 204 patients receiving azelaprag, prior to topline efficacy readout.","A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Parallel-Arm Proof-of-Concept Study to Investigate Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over (STRIDES)",PHASE2,204.0,Obesity,TERMINATED,"BioAge Labs, Inc.",RANDOMIZED,2025-02-06,856.34,20.51,285.78,58.0,0.03,0.64,33.33,buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
JANX,2024-03-12,-2.85,19.1,0.15,38.83,Loser,JANX007,"Janux announced Phase 1 interim clinical data on March 1, 2024, showing JANX007 achieved 73% PSA50 response rate and 26% PSA90 response rate in metastatic castration-resistant prostate cancer patients, with a manageable safety profile.",Clinical Data,NCT05519449,Metastatic castration-resistant prostate cancer (mCRPC),Phase 1,False,,,Unclear,"As of February 12, 2024, JANX007 achieved 100% PSA50 response rate and 63% PSA90 response rate in 16 heavily pre-treated mCRPC patients, with 50% of RECIST-evaluable patients showing confirmed or unconfirmed partial responses[6]","A Phase 1, Open-Label, Multicenter Study of JANX007 in Subjects With Metastatic Castration-Resistant Prostate Cancer",PHASE1,272.0,Prostate Cancer; Metastatic Castration-resistant Prostate Cancer; Castration Resistant Prostatic Cancer,RECRUITING,Janux Therapeutics,NON_RANDOMIZED,2027-07,786.73,13.08,988.99,168.0,0.25,1.06,63.71,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
IMRX,2024-10-08,-2.45,18.7,0.13,2.39,Loser,Atebimetinib,"Immuneering Corp. (IMRX) announced positive updated survival and safety data from its ongoing Phase 2a trial of Atebimetinib combined with modified gemcitabine/nab-paclitaxel in first-line pancreatic cancer patients around early October 2024, showing 86% overall survival and 53% progression-free survival at 9 months median follow-up.[1][4]",Clinical Data,NCT05585320,first-line pancreatic cancer,Phase 2a,False,,,Unclear,"Trial showed encouraging survival rates including 86% OS and 53% PFS at 9 months median follow-up, and 94% OS and 72% PFS at 6 months, with median OS and PFS not reached, supporting plans for a future pivotal Phase 3 trial.","A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,322.85,5.0,227.56,54.0,0.2,0.51,17.17,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SRPT,2025-07-23,-2.2,15.02,0.15,13.32,Loser,ELEVIDYS,"Sarepta Therapeutics (SRPT) announced positive topline three-year EMBARK clinical trial results for ELEVIDYS on or around July 23, 2025, showing statistically significant and durable efficacy in slowing DMD motor function decline by ≥70% versus controls with no new safety signals.[1]",Clinical Data,NCT05967351,Duchenne Muscular Dystrophy,Phase 3,True,"EMBARK is a global, randomized placebo-controlled Phase 3 study that served as the pivotal trial supporting ELEVIDYS full approval.",,No,"Missed primary endpoint of improvement in NSAA versus placebo at one year, but showed statistically significant slowing of disease progression (≥70%) on key functional measures versus external controls at three years.","A Phase 3, Multinational, Long-term Follow-up Study to Evaluate Safety and Efficacy in Subjects Who Have Previously Received SRP-9001 in a Clinical Study",PHASE3,400.0,Duchenne Muscular Dystrophy,ENROLLING_BY_INVITATION,"Sarepta Therapeutics, Inc.",,2033-10-31,1978.38,18.88,850.99,41.0,0.25,0.9,21.43,hold,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
SNSE,2024-11-01,3.16,19.05,0.17,9.8,Gainer,solnerstotug (SNS-101),"No clinical trial data or results for SNSE were announced on or around 2024-11-01; the closest updates were in Q3 2024 financial results on November 14 mentioning enrollment progress, with preliminary efficacy data from the Phase 1/2 dose expansion reported later in full year 2024 results.",Clinical Data,NCT05864144,"PD-(L)1 resistant advanced solid tumors (hot tumors including Merkel Cell Carcinoma, NSCLC, Esophageal Cancer, MSI-H CRC)",Phase 1/2,False,,,Unclear,"6-month PFS of 50% at 15 mg/kg dose in PD-(L)1 resistant patients and 14% ORR, with responses including a durable complete response in Merkel Cell Carcinoma and partial responses in NSCLC and Esophageal Cancer.","A Phase 1/2, Open-label Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of SNS-101 (Anti VISTA) as Monotherapy and in Combination With Cemiplimab in Patients With Advanced Solid Tumors",PHASE1/PHASE2,98.0,"Solid Tumor, Adult; Advanced Solid Tumor; Head and Neck Cancer; Breast Cancer; Colon Cancer; Pancreatic Cancer; Gastric Cancer; Esophageal Cancer; Prostate Cancer; Uterine Cancer; Cervix Cancer; Ovarian Cancer; Kidney Cancer; Bladder Cancer; Thyroid Cancer; Melanoma; Sarcoma; Advanced Cancer; Metastatic Cancer; Refractory Cancer; Non Small Cell Lung Cancer; Merkel Cell Carcinoma",ACTIVE_NOT_RECRUITING,"Sensei Biotherapeutics, Inc.",NON_RANDOMIZED,2027-06,42.25,33.5,25.04,13.0,0.03,0.04,,none,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
IBRX,2024-11-13,-2.42,15.2,0.16,4.83,Loser,ANKTIVA,"ImmunityBio (IBRX) announced positive clinical trial results for ANKTIVA plus checkpoint inhibitors in NSCLC from QUILT-2.023 and QUILT-3.055 studies, showing statistically significant immune restoration and improved survival in 151 patients, reported on a Tuesday around early 2026 but referenced in news extending rally on strong results[1][2][5].",Clinical Data,NCT06061809,recurrent glioblastoma,Phase 2,False,,,Unclear,"Early Phase 2 data from QUILT-3.078 showed median overall survival not yet reached in 23 patients with 19 alive, statistically significant increases in absolute lymphocyte count from baseline through 20 weeks, and 100% disease control rate in initial 5 patients including 2 near-complete responses[1][3][8].","Open-Label, Single-Arm Phase 2 Study of Nogapendekin Alfa Inbakicept, PD-L1 t-haNK, Bevacizumab and Randomized Phase 2B Study of Nogapendekin Alfa Inbakicept, Bevacizumab, and Tumor Treatment Fields With or Without PD-L1 t-haNK in Participants With Recurrent or Progressive Glioblastoma",PHASE2,34.0,Glioblastoma,RECRUITING,"ImmunityBio, Inc.",RANDOMIZED,2029-12-31,8569.2,8.7,257.81,9.0,0.41,0.18,11.8,strong_buy,0.82,,,True,True,Low,VeryLow,Noise,Low,Low
