ticker,event_date,market_cap_m,move_pct,close,volume,atr_pct,normalized_move,event_type,catalyst_type,abs_move,drug_name,catalyst_summary
URGN,2024-06-13,1015.8,37.58,17.5,7292500,6.44,5.83,Gainer,Clinical Data,37.58,UGN-102,"UroGen Pharma announced unprecedented 82.3% 12-month duration of response data from the Phase 3 ENVISION trial for UGN-102 on June 13, 2024."
CGTX,2023-12-14,96.2,37.5,2.42,920400,11.33,3.31,Gainer,Clinical Data,37.5,CT1812 (zervimesine),"No clinical trial data or results for CGTX were announced on or around 2023-12-14; the Phase 2 SHINE trial interim results were shared in November 2023, with full topline results presented on July 29, 2024."
TNYA,2025-12-12,121.6,-37.5,0.85,66591400,15.18,2.47,Loser,Clinical Data,37.5,TN-401,"On December 11, 2025, Tenaya Therapeutics announced positive interim data from Cohort 1 of the RIDGE-1 Phase 1b/2 clinical trial showing TN-401 was well-tolerated with no dose-limiting toxicities, robust transduction and protein expression, and clinically meaningful improvements in arrhythmia burden including PVC reductions of 46% and 89% in two patients."
HURA,2025-03-19,94.3,37.5,3.85,1040300,9.62,3.9,Gainer,Clinical Data,37.5,IFx-Hu2.0,"No clinical trial data or results for HURA (TuHURA Biosciences) were announced on or around March 19, 2025; the first quarter 2025 financial results reported on May 15, 2025, included prior clinical data presentations from AACR on IFx-Hu2.0 in melanoma patients, but no new trial results near that date."
SRPT,2023-10-31,1756.2,-37.47,67.31,23555200,11.92,3.14,Loser,Clinical Data,37.47,Elevidys,"Sarepta Therapeutics announced topline results from the Phase 3 EMBARK study of Elevidys on October 30, 2023, showing it missed the primary endpoint of NSAA total score improvement (2.6 vs 1.9 points in placebo, not statistically significant) but met key secondary endpoints, with plans to seek FDA label expansion.[1][2][3][4]"
SOPH,2023-03-14,305.3,37.47,4.99,757900,9.2,4.07,Gainer,Clinical Data,37.47,margetuximab,"Final overall survival results from the SOPHIA phase 3 trial (NCT02492711), comparing margetuximab versus trastuzumab in HER2-positive advanced breast cancer, were published on January 10, 2023, in the Journal of Clinical Oncology, reporting no significant OS difference (21.6 vs 21.9 months; HR 0.95; P=0.620).[2][3]"
ANVS,2024-07-05,71.0,37.38,11.1,16203600,12.77,2.93,Gainer,Clinical Data,37.38,buntanetap,"Annovis Bio (ANVS) announced new data from its Phase III Parkinson's study on July 2, 2024, showing buntanetap achieved statistically significant improvements in MDS-UPDRS scores, motor/non-motor activities, and cognition in early PD patients."
ADCT,2025-05-14,507.9,37.12,1.81,2622000,6.82,5.44,Gainer,Clinical Data,37.12,ZYNLONTA (loncastuximab tesirine-lpyl),"ADC Therapeutics announced Phase 1b clinical trial data for ZYNLONTA combinations on May 14, 2025, including 95.5% ORR and 90.9% CR in LOTIS-7 and other promising response rates in refractory lymphoma patients.[1][3][4][5]"
KOD,2023-11-02,1636.1,37.01,2.11,13177800,7.72,4.8,Gainer,Clinical Data,37.01,KSI-101,"Kodiak Sciences (KOD) presented final Phase 1b APEX clinical trial results for KSI-101 on or around November 1-2, 2023, showing over 50% of patients at top doses achieving ≥15-letter BCVA gains and ≥90% retinal dryness by week 20.[1][4]"
AVTX,2023-09-25,324.0,36.97,39.12,1568425,30.24,1.22,Gainer,Clinical Data,36.97,AVTX-002,"Avalo announced on August 8, 2023, that AVTX-002 (quisovalimab) did not meet its primary endpoint in the Phase 2 PEAK trial for non-eosinophilic asthma but showed significant LIGHT level reduction and positive trends in a high-LIGHT subpopulation.[1]"
CRBP,2024-01-29,150.4,-36.86,18.62,3439400,20.36,1.81,Loser,Clinical Data,36.86,CRB-701,"Corbus Pharmaceuticals (CRBP) announced positive Phase 1 clinical trial data for CRB-701 on January 29, 2024, highlighting its efficacy and safety profile in advanced solid tumors including mUC and cervical cancer, as presented at ASCO GU.[4][7]"
SLN,2024-11-19,257.0,-36.75,6.97,4528100,18.51,1.99,Loser,Clinical Data,36.75,zerlasiran,"Silence Therapeutics (SLN) announced positive topline 48-week Phase 2 data for zerlasiran (SLN360) from the ALPACAR-360 study on November 18, 2024, showing highly significant and sustained Lp(a) reductions of approximately 90% or greater, with good tolerability and plans to advance to Phase 3."
IFRX,2025-08-29,62.3,36.75,1.6,4252900,7.32,5.02,Gainer,Clinical Data,36.75,vilobelimab,"InflaRx announced Phase 3 clinical trial results for vilobelimab in pyoderma gangrenosum (PG) in their Q2 2025 financial update on August 7, 2025, reporting comparable partial remission rates to placebo on the primary endpoint but numerically higher complete remission rates on the secondary endpoint, with positive safety data.[1][2]"
INKT,2025-07-14,51.4,-36.71,40.61,5049800,18.47,1.99,Loser,Clinical Data,36.71,iNKT cell therapy (MiNK Therapeutics),"MiNK Therapeutics announced on July 14, 2025, the publication of clinical case results showing complete remission in a patient with metastatic testicular cancer following allogeneic iNKT cell therapy, with no evidence of disease over two years later and good tolerability."
CRVS,2023-05-17,1529.6,36.71,3.24,4265000,11.08,3.31,Gainer,Clinical Data,36.71,soquelitinib,"Corvus Pharmaceuticals (CRVS) reported Phase 1/1b clinical trial data for soquelitinib in relapsed PTCL with a May 18, 2023 cut-off, showing tumor regression in a majority of patients at the optimal dose, presented at the International Conference on Malignant Lymphoma on June 13-17, 2023.[1]"
IXHL,2023-12-04,50.6,36.71,214.5,10527,22.79,1.61,Gainer,Clinical Data,36.71,IHL-42X,"Incannex announced positive Phase 2/3 RePOSA trial results for IHL-42X on December 6, 2023, showing significant AHI reductions up to 83% in the high-dose group and improvements in oxygenation and patient-reported outcomes."
TNXP,2023-12-20,178.6,-36.67,1216.0,4257,24.06,1.52,Loser,Clinical Data,36.67,TNX-102 SL,"Tonix Pharmaceuticals (TNXP) announced highly statistically significant topline results from the Phase 3 RESILIENT trial of TNX-102 SL for fibromyalgia in late December 2023, meeting the primary endpoint of daily pain reduction over placebo (p=0.00005).[3][5]"
EQ,2024-02-16,110.8,36.63,2.76,1094700,10.35,3.54,Gainer,Clinical Data,36.63,EQ101,"Equillium announced positive topline data from a Phase 2 study of EQ101 in alopecia areata on February 16, 2024, showing favorable safety with no serious adverse events and 20% of completers achieving SALT ≤20.[1][2]"
PEPG,2025-09-24,427.6,36.41,2.66,34213800,11.3,3.22,Gainer,Clinical Data,36.41,PGN-EDODM1,"PepGen announced results from the 15 mg/kg cohort of the FREEDOM-DM1 trial showing a mean splicing correction of 53.7%, the highest reported in DM1 patients, with all patients in the cohort demonstrating improved splicing correction."
ACHV,2025-10-17,242.7,36.36,4.2,15968800,5.92,6.14,Gainer,Clinical Data,36.36,cytisinicline,"Achieve Life Sciences (ACHV) announced on October 17, 2025, receipt of an FDA National Priority Voucher for cytisinicline for vaping cessation, referencing Phase 2 ORCA-V1 clinical trial data showing participants were 2.6 times more likely to quit vaping versus placebo.[1][2][7]"
SLS,2024-01-04,839.5,-36.26,0.58,5077200,29.19,1.24,Loser,Clinical Data,36.26,SLS009,"No clinical trial data or results for SLS (SLS009) were announced on or around January 4, 2024; the relevant positive Phase 2 trial data for SLS009 in r/r AML, including 56% ORR and mOS exceeding 7.7 months, were announced later, with references to updates as of December 2024."
RLAY,2023-04-18,1778.3,-36.22,11.62,13936800,14.84,2.44,Loser,Clinical Data,36.22,RLY-2608,"Relay Therapeutics announced initial clinical data for RLY-2608 on April 18, 2023, demonstrating selective PI3Kα inhibition, a favorable safety profile with no Grade 3 hyperglycemia, rash or diarrhea at target exposures, and confirmed partial response in a breast cancer patient.[1]"
IMMX,2023-12-14,427.3,36.21,5.68,2316400,10.01,3.62,Gainer,Clinical Data,36.21,NXC-201,"Immix Biopharma announced 100% overall response rate (n=10) with 23.7 months best response duration (ongoing) for CAR-T NXC-201 in relapsed/refractory AL amyloidosis patients at ASH 2023 on December 11, 2023."
ADCT,2024-12-11,507.9,-36.21,2.22,5627300,17.71,2.04,Loser,Clinical Data,36.21,ZYNLONTA,"ADC Therapeutics announced positive initial Phase 1b LOTIS-7 trial data for ZYNLONTA in combination with glofitamab on December 11, 2024, showing a 94% overall response rate and 72% complete response rate in 18 evaluable relapsed/refractory DLBCL patients as of November 20, 2024 cutoff."
SGMT,2024-01-11,185.7,36.14,7.12,756700,11.04,3.27,Gainer,Clinical Data,36.14,SGMT,"No clinical trial data or results for SGMT were announced on or around January 11, 2024; the positive Phase 2b FASCINATE-2 topline results were announced in January 2024 without a specific date near 01-11, and a Phase 1 PK combo trial results were reported later.[2][4]"
IPSC,2023-12-06,202.8,36.08,2.15,1145700,8.18,4.41,Gainer,Clinical Data,36.08,,"A clinical study published on 2023 Dec 7 reported safety and stable 2-year survival of allogeneic iPSC-derived retinal organoid sheets transplanted into two patients with retinitis pigmentosa, with less progressive visual function decline compared to the untreated eye[3]."
LYEL,2024-06-26,509.9,-36.03,26.1,593775,16.95,2.13,Loser,Clinical Data,36.03,LYL797,"On June 26, 2024, Lyell Immunopharma announced phase 1 clinical trial results for LYL797, showing a 60% clinical benefit rate and 40% objective response rate in a subset of 5 high-dose triple-negative breast cancer patients, alongside a patient death and pneumonitis cases.[4][5]"
TVGN,2024-11-12,53.2,35.97,1.89,7305700,24.06,1.49,Gainer,Clinical Data,35.97,TVGN 489,"Tevogen Bio completed a Phase 1 proof-of-concept clinical trial for TVGN 489 in November 2024, with positive safety data reported, but no specific announcements of results occurred on or around November 12, 2024."
ALMS,2025-04-02,3702.1,35.91,9.84,2790000,11.23,3.2,Gainer,Clinical Data,35.91,envudeucitinib,"Alumis (ALMS) announced positive Phase 3 topline results for envudeucitinib in moderate-to-severe plaque psoriasis from the ONWARD1 and ONWARD2 trials on January 6, 2026, not on or around April 2, 2025.[2]"
PETS,2025-12-16,58.6,35.89,3.9,12237300,9.89,3.63,Gainer,Clinical Data,35.89,,"Texas A&M University announced results from a clinical trial on December 16, 2025, for an enzyme injection treatment for dogs with herniated discs, showing it to be as effective as surgery for eligible patients.[2]"
PTHS,2024-09-26,85.3,35.82,10.2,149350,14.24,2.52,Gainer,Clinical Data,35.82,NNZ-2591,"Phase 2 trial results for NNZ-2591 in Pitt Hopkins syndrome were announced on May 27, 2024, showing statistically significant improvement across all four efficacy measures specifically designed for PTHS, with 9 out of 11 children completing the trial demonstrating clinical improvement."
SRZN,2024-04-01,238.3,-35.71,10.1,222300,12.2,2.93,Loser,Clinical Data,35.71,SZN-043,"Surrozen announced Phase 1a clinical trial results for SZN-043 on April 1, 2024, showing acceptable safety, tolerability, target engagement, Wnt signal activation, and effects on liver function in healthy volunteers and cirrhotic patients.[1][2]"
ANNX,2023-05-26,834.7,35.71,2.85,6473300,25.27,1.41,Gainer,Clinical Data,35.71,ANX005,"Annexon (ANNX) announced positive top-line Phase 3 results for ANX005 in treating Guillain-Barré syndrome, causing a stock surge, though the exact date is not specified as on or around May 26, 2023 in the available results[1]."
IDYA,2023-04-24,2827.6,35.7,20.26,7089800,5.4,6.61,Gainer,Clinical Data,35.7,darovasertib,"IDEAYA Biosciences announced positive interim Phase 2 clinical trial data for darovasertib and crizotinib combination in metastatic uveal melanoma on April 23, 2023, with an investor webcast on April 24, 2023, reporting confirmed ORR of 45% in first-line MUM patients among other efficacy measures.[1][2]"
IXHL,2025-07-25,50.6,-35.58,31.5,7421627,18.53,1.92,Loser,Clinical Data,35.58,IHL-42X,"Incannex (IXHL) announced positive topline Phase 2 RePOSA trial results for IHL-42X in obstructive sleep apnea on July 30, 2025, showing significant AHI reductions up to 83% in high-dose and 79% in low-dose groups, with improvements in oxygenation and patient outcomes.[1]"
NUVL,2023-10-04,7917.2,35.57,57.51,6250800,7.13,4.99,Gainer,Clinical Data,35.57,NVL-655,"On October 4, 2023, Nuvalent announced preliminary Phase 1 dose-escalation data from the ALKOVE-1 trial of NVL-655, showing 45% partial responses in response-evaluable ALK-positive NSCLC patients at doses of 15-150 mg once daily.[1][2]"
EQ,2025-03-27,110.8,-35.53,0.49,1340400,16.18,2.2,Loser,Clinical Data,35.53,Itolizumab,"Equillium announced Phase 3 EQUATOR study results for itolizumab in first-line acute graft-versus-host disease (aGVHD) on March 27, 2025, showing no improvement in Day 29 complete or overall response rates but statistically significant benefits in longer-term outcomes like Day 99 complete response, duration of response, and failure-free survival.[1]"
ARMP,2023-01-04,391.7,35.45,1.49,27300,,,Gainer,Clinical Data,35.45,AP-PA02,"Armata Pharmaceuticals (ARMP) announced positive topline results from the Phase 1b/2a SWARM-P.a. clinical trial for inhaled AP-PA02 in cystic fibrosis patients with chronic Pseudomonas aeruginosa infection in the first quarter of 2023, not specifically on or around January 4, 2023.[1][2]"
PALI,2024-01-30,264.1,-35.42,9.3,489953,19.01,1.86,Loser,Clinical Data,35.42,PALI-2108,"No clinical trial data or results for PALI-2108 were announced on or around 2024-01-30; the Phase 1b results with 100% clinical response rate in ulcerative colitis patients were announced later, while nearby announcements on January 29, 2024, covered only preclinical data.[1][3][4]"
SLDB,2024-01-09,483.8,35.29,8.05,1215600,12.77,2.76,Gainer,Clinical Data,35.29,SGT-003,"Solid Biosciences announced clinical trial safety data for SGT-003 in the Phase 1/2 INSPIRE DUCHENNE trial as of a safety cutoff date of January 9, 2026, reporting it was generally well tolerated in 33 participants with no drug-induced liver injury, thrombotic microangiopathy, atypical hemolytic uremic syndrome, or myocarditis observed.[4]"
OM,2025-05-08,63.9,35.26,15.88,692400,7.52,4.69,Gainer,Clinical Data,35.26,OM,
CRBP,2024-01-30,150.4,35.12,25.16,2064000,17.15,2.05,Gainer,Clinical Data,35.12,CRB-701,"Corbus Pharmaceuticals announced Phase 1 clinical trial data for CRB-701 (SYS6002) on January 26, 2024, presented at ASCO GU, with further details in their SEC 10-K filing."
CPIX,2025-02-05,73.6,35.11,5.08,59626900,9.67,3.63,Gainer,Clinical Data,35.11,ifetroban,"Cumberland Pharmaceuticals (CPIX) announced positive top-line results from the Phase 2 FIGHT DMD trial of ifetroban on February 4, 2025, showing significant improvements in left ventricular ejection fraction and reductions in cardiac damage markers in DMD patients."
ALEC,2024-11-26,265.2,-35.1,2.57,8130300,21.44,1.64,Loser,Clinical Data,35.1,AL002,"Alector announced results from the INVOKE-2 Phase 2 trial of AL002 in early Alzheimer's disease, which failed to meet its primary endpoint of slowing disease progression."
AVXL,2024-01-02,410.5,-35.07,6.05,9264800,14.45,2.43,Loser,Clinical Data,35.07,blarcamesine (ANAVEX 2-73),"On January 2, 2024, Anavex Life Sciences reported topline results from the randomized, double-blind, placebo-controlled Phase 2/3 EXCELLENCE clinical trial."
RNAC,2024-07-02,197.4,-35.02,15.77,1449000,23.32,1.5,Loser,Clinical Data,35.02,Descartes-08,"Cartesian Therapeutics announced positive topline results from a Phase 2b trial of Descartes-08 in patients with generalized myasthenia gravis in July 2024, with 71% of treated patients achieving a 5-point or greater improvement in MG Composite score at Month 3 compared to 25% of placebo patients."
TIL,2025-04-25,60.4,-34.83,12.78,716300,20.95,1.66,Loser,Clinical Data,34.83,,"No clinical trial data or results for TIL therapies were announced on or around April 25, 2025; the closest reference is KSQ Therapeutics announcing the first patient dosed in a Phase I/II trial of KSQ-004EX in April 2025, without a specific date matching 2025-04-25."
PLRX,2025-02-07,79.9,-34.81,7.79,6437200,11.66,2.99,Loser,Clinical Data,34.81,bexotegrast,"Pliant Therapeutics announced a voluntary pause of its Phase 2b/3 BEACON-IPF clinical trial for bexotegrast on February 7, 2025, following a data safety monitoring board recommendation based on undisclosed safety concerns."
TECX,2025-09-02,438.9,-34.81,16.65,2521100,12.57,2.77,Loser,Clinical Data,34.81,TX45,"In October 2025, Tectonic Therapeutics (TECX) announced positive topline results from Part B of the Phase 1b hemodynamic clinical trial of TX45 in patients with Group 2 PH-HFrEF, showing a 29.2% reduction in PCWP and 17.3% improvement in cardiac output with good tolerability.[1][2][3]"
IXHL,2023-12-01,50.6,-34.54,156.9,5413,26.79,1.29,Loser,Clinical Data,34.54,IHL-42X,"Incannex announced positive Phase 2 proof-of-concept results on December 6, 2023, showing IHL-42X reduced AHI by 50.7% at low dose compared to 6.4% for placebo, leading to initiation of a Phase 2/3 clinical trial."
PLRX,2023-01-23,79.9,34.52,30.28,13474000,,,Gainer,Clinical Data,34.52,bexotegrast,"Pliant Therapeutics announced positive 12-week interim data from the 320 mg dose group of the Phase 2a INTEGRIS-IPF trial in January 2023, showing it met primary and secondary endpoints with good tolerability and favorable pharmacokinetics.[1]"
IXHL,2025-07-21,50.6,34.43,24.6,11691610,8.47,4.07,Gainer,Clinical Data,34.43,IHL-42X,"Incannex (IXHL) announced positive topline Phase 2 RePOSA trial results for IHL-42X in obstructive sleep apnea on July 30, 2025, showing significant AHI reductions up to 83% in the high-dose group, improvements in oxygenation and patient-reported outcomes, and a strong safety profile with no serious adverse events.[1][2]"
CABA,2024-08-08,319.6,-34.37,4.01,7142300,15.33,2.24,Loser,Clinical Data,34.37,CABA-201,"No clinical trial data or results for CABA-201 were announced on or around August 8, 2024; the initial safety data on the first lupus nephritis patient was reported in August 2024, with major updated data from eight patients presented at the American College of Rheumatology Convergence 2024."
KZIA,2025-11-19,95.8,34.37,7.74,27121100,8.8,3.9,Gainer,Clinical Data,34.37,paxalisib,Kazia Therapeutics announced preliminary Phase 1b trial results showing two partial responses and one confirmed complete metabolic response in metastatic triple-negative breast cancer patients treated with paxalisib combined with pembrolizumab and chemotherapy.
IBIO,2025-02-27,97.4,34.31,5.05,4972700,10.24,3.35,Gainer,Clinical Data,34.31,ANKTIVA,"On February 27, 2026, ImmunityBio (IBRX) announced completion of enrollment in the QUILT 2.005 pivotal randomized trial for ANKTIVA plus BCG in BCG-naïve NMIBC patients, with prior interim analysis showing statistically significant improvement in complete response duration.[1]"
ESLA,2023-09-18,51.3,34.29,11.71,1356100,42.15,0.81,Gainer,Clinical Data,34.29,elacestrant,"European Commission approval of elacestrant (ORSERDU®) for ER-positive, HER2-negative metastatic breast cancer with ESR1 mutations was announced in September 2023[5]."
NERV,2023-05-01,285.6,34.29,3.76,3567200,14.37,2.39,Gainer,Clinical Data,34.29,NVG-291,"NervGen Pharma announced in February 2023 that it had completed dosing of all 70 subjects in the Phase 1 clinical trial of NVG-291, with results showing the drug was well tolerated with no serious adverse events."
CCCC,2025-09-15,261.7,34.21,3.57,8094200,6.3,5.43,Gainer,Clinical Data,34.21,cemsidomide,"C4 Therapeutics (CCCC) announced plans to present full Phase 1 dose escalation data for cemsidomide in multiple myeloma at the IMS conference from September 17–20, 2025, which encompasses the date around September 15, 2025, but no specific results announcement on or around that exact date is detailed in available sources.[2]"
HUMA,2024-12-20,215.2,34.1,4.64,75491200,12.25,2.78,Gainer,Clinical Data,34.1,Symvess,"Humacyte (HUMA) announced 36-month V005 trial results for Symvess on February 18, 2026, showing 92.9% infection-free rate and 87.3% limb salvage at 12 months in extremity trauma patients, with results published in December 2024."
IXHL,2025-08-01,50.6,-34.02,11.58,6481493,79.98,0.43,Loser,Clinical Data,34.02,IHL-42X,"Incannex Healthcare Inc. (IXHL) announced positive topline Phase 2 trial results for IHL-42X in obstructive sleep apnea around late August 2025, showing statistically significant AHI reductions up to 83% in the high-dose group, good tolerability, and strong patient-reported outcomes.[1][2]"
FBIO,2023-11-20,106.1,33.97,2.8,4956000,13.27,2.56,Gainer,Clinical Data,33.97,MB-106,Mustang Bio announced first data from an ongoing Phase 1/2 multicenter trial of MB-106 showing substantial clinical benefit in indolent lymphoma patients with manageable safety profile.
UNCY,2024-08-14,148.9,33.9,3.16,1506380,16.5,2.05,Gainer,Clinical Data,33.9,oxylanthanum carbonate (OLC),"Unicycive announced positive topline data from the pivotal clinical trial of OLC on August 14, 2024, demonstrating safety and tolerability in chronic kidney disease patients on hemodialysis, with 90% achieving phosphate control and only a 1.4% discontinuation rate due to treatment-related adverse events."
ONMD,2024-05-30,52.2,33.85,2.61,55158800,16.26,2.08,Gainer,Clinical Data,33.85,,"OneMedNet released data validating its Scaida BrainCT-ICH artificial intelligence platform for detecting intracranial hemorrhage, supporting FDA 510(k) clearance."
PROK,2024-05-14,673.9,33.77,4.12,2703500,9.32,3.62,Gainer,Clinical Data,33.77,rilparencel,"No clinical trial data or results for PROK (ProKidney Corp.) were announced on or around May 14, 2024; the Q1 2024 financial update on May 10 mentioned upcoming RMCL-002 results at ERA Congress on May 25 and REGEN-007 interim readout later in 2024, with actual REGEN-007 interim results announced in June 2024.[3][5]"
DRUG,2023-04-18,820.4,33.73,2.78,4898840,11.2,3.01,Gainer,Clinical Data,33.73,trifluridine/tipiracil,"Taiho Oncology announced on April 18, 2023, the FDA acceptance of an sNDA based on Phase 3 SUNLIGHT trial results showing improved survival with trifluridine/tipiracil plus bevacizumab in refractory mCRC, with full publication on May 4, 2023."
ADCT,2023-12-01,507.9,33.73,1.11,1177900,9.62,3.51,Gainer,Clinical Data,33.73,ZYNLONTA (loncastuximab tesirine-lpyl),"ADC Therapeutics announced initial Phase 2 trial results on December 12, 2023, showing 96.3% overall response rate and 85.2% complete response rate for ZYNLONTA in combination with rituximab in relapsed or refractory follicular lymphoma patients."
QTRX,2023-05-03,306.0,33.66,16.4,1709300,6.07,5.54,Gainer,Clinical Data,33.66,,"Quanterix (QTRX) announced positive top-line results from the Bio-Hermes clinical trial, a 1,000-patient prospective validation study showing high correlation between p-tau 181 and amyloid-positive PET scans, in their Q2 2023 earnings call and press release around early May 2023."
IXHL,2025-07-31,50.6,-33.52,17.55,11906033,50.38,0.67,Loser,Clinical Data,33.52,IHL-42X,"Incannex Healthcare (IXHL) announced positive topline results from the RePOSA Phase 2 trial of IHL-42X for obstructive sleep apnea on July 30, 2025, showing significant reductions in AHI up to 83% in the high-dose group, improvements in oxygenation and patient-reported outcomes, and a strong safety profile with no serious adverse events.[1][2]"
SLNO,2023-09-28,2098.5,33.48,27.59,9079200,11.65,2.87,Gainer,Clinical Data,33.48,DCCR,"Soleno Therapeutics (SLNO) announced positive, statistically significant top-line results from the randomized withdrawal period of Study C602 for DCCR in Prader-Willi Syndrome on September 26, 2023, meeting the primary endpoint with a highly significant difference in HQ-CT total score (p=0.0022) compared to placebo.[1][2]"
ANVS,2025-02-03,71.0,-33.47,3.24,3753900,11.9,2.81,Loser,Clinical Data,33.47,buntanetap,"Annovis Bio (ANVS) announced on February 5, 2025, that the first patients were entered into the pivotal Phase 3 trial of buntanetap for early Alzheimer's disease, marking the initiation of the trial around 2025-02-03."
KALA,2023-03-06,346.3,33.37,22.34,10881900,8.68,3.85,Gainer,Clinical Data,33.37,KPI-012,"Kala Pharmaceuticals announced positive safety data from Cohort 1 of the CHASE Phase 2b clinical trial evaluating KPI-012 for PCED on March 27, 2023, with no safety issues observed in two patients treated with the high dose, advancing to Cohort 2.[1][2]"
DERM,2023-05-19,271.7,33.33,1.38,511800,16.12,2.07,Gainer,Clinical Data,33.33,B-VEC (beremagene geperpavec),"B-VEC was FDA-approved on May 19, 2023, for dystrophic epidermolysis bullosa (DEB) based on positive Phase 3 clinical trial data from GEM1/2 and GEM3 studies showing 67% wound healing rate at 6 months."
OSTX,2024-12-26,51.8,33.29,5.11,109300,21.44,1.55,Gainer,Clinical Data,33.29,OST-HER2,"OS Therapies announced positive Phase 2b clinical trial results for OST-HER2 in recurrent, fully resected lung metastatic osteosarcoma, achieving the primary endpoint of 12-month event-free survival with statistical significance, around late December 2024."
ORKA,2024-08-29,1665.8,33.19,30.0,184600,9.48,3.5,Gainer,Clinical Data,33.19,ORKA-002,"Oruka Therapeutics announced positive interim Phase 1 clinical trial data for ORKA-002 on or around August 29, 2024, showing sustained IL-17 inhibition, a half-life of 75-80 days, and a favorable safety profile with no severe adverse events in 24 healthy participants.[1]"
STXS,2023-05-19,201.6,33.14,2.25,4971600,6.48,5.12,Gainer,Clinical Data,33.14,,"On or around May 19, 2023, Stereotaxis announced successful initial clinical results from an ongoing trial of its Magic ablation catheter, reporting 100% accurate efficacy and no adverse events in the first 20 procedures, supporting FDA and CE mark submissions."
ZBIO,2025-10-27,1414.4,33.08,31.8,3138700,10.53,3.14,Gainer,Clinical Data,33.08,obexelimab,"Zenas BioPharma (ZBIO) announced positive Phase 2 MoonStone trial results for obexelimab in relapsing multiple sclerosis on October 27, 2025, meeting the primary endpoint with a 95% reduction in new gadolinium-enhancing T1 lesions compared to placebo (p=0.0009)."
ALT,2023-12-06,539.7,33.08,6.88,55059700,10.39,3.18,Gainer,Clinical Data,33.08,pemvidutide,"No clinical trial data or results for ALT (likely referring to Altimmune's pemvidutide) were announced on or around 2023-12-06; the closest is positive topline results from the IMPACT trial announced November 30, 2023, showing over 50% of subjects on 2.4 mg dose achieved at least 15% weight loss.[1][5]"
NNNN,2025-11-11,1130.6,33.01,23.13,28800,19.14,1.72,Gainer,Clinical Data,33.01,zelenectide pevedotin,"Dose escalation trial results for zelenectide pevedotin were published in the Journal of Clinical Oncology in 2025, showing an objective response rate of 24% and clinical benefit rate of 48% across tumor types, with a maximum tolerated dose of 7.5 mg/m² once every 2 weeks."
INKT,2025-01-31,51.4,32.95,9.16,83400,15.64,2.11,Gainer,Clinical Data,32.95,agenT-797,"No clinical trial data or results for INKT (MiNK Therapeutics' iNKT platform, specifically agenT-797) were announced on or around 2025-01-31; the closest is updated clinical data reported at SITC 2025 in a Q3 2025 press release showing durable responses in refractory solid tumors."
GERN,2023-01-04,1072.4,32.92,3.19,121988900,,,Gainer,Clinical Data,32.92,imetelstat,"Geron announced positive top-line results from the IMerge Phase 3 trial of imetelstat in lower-risk MDS on January 4, 2023, meeting the primary endpoint of 8-week transfusion independence (39.8-47% vs. 15% placebo) and key secondary endpoint of 24-week transfusion independence (28-33% vs. 2-3.3% placebo) with consistent safety.[1][2][3]"
TNXP,2025-08-12,178.6,32.89,59.76,3541900,8.84,3.72,Gainer,Clinical Data,32.89,TNX-102 SL (Tonmya),"Tonix Pharmaceuticals (TNXP) announced second quarter 2025 financial results and operational highlights on August 12, 2025, which included references to prior Phase 3 RESILIENT and RELIEF trial data for TNX-102 SL demonstrating statistically significant fibromyalgia pain reduction, alongside mentions of ongoing trials like OASIS."
LPCN,2024-06-18,55.3,-32.83,7.18,446300,12.8,2.56,Loser,Clinical Data,32.83,LPCN 1154,"Lipocine announced that LPCN 1154 met bioequivalence with intravenous brexanolone in a pivotal study on June 25, 2024."
PALI,2023-03-31,264.1,32.83,52.8,2725287,7.75,4.24,Gainer,Clinical Data,32.83,PALI-2108,
CRDF,2024-12-17,130.7,32.75,5.35,6068500,9.43,3.47,Gainer,Clinical Data,32.75,onvansertib,"Cardiff Oncology announced positive Phase 2 CRDF-004 trial results on January 27, 2026, showing onvansertib combined with FOLFIRI/bevacizumab achieved a 72.2% objective response rate versus 43.2% for standard of care in first-line RAS-mutated metastatic colorectal cancer."
CV,2025-12-10,257.2,32.73,11.8,2743500,6.82,4.8,Gainer,Clinical Data,32.73,tirzepatide,"The SURPASS-CVOT trial results for tirzepatide were published on December 17, 2025, showing noninferiority to dulaglutide for reducing major adverse cardiovascular events in patients with type 2 diabetes and established atherosclerotic cardiovascular disease, with topline results presented in September 2025.[1][3]"
PEPG,2024-07-31,427.6,-32.69,11.43,1560300,15.67,2.09,Loser,Clinical Data,32.69,PGN-EDO51,"On July 30, 2024, PepGen announced positive clinical data from the first dose cohort (5 mg/kg) of PGN-EDO51 in the CONNECT1 study, reporting a mean absolute dystrophin level of 0.61% after three months of dosing.[4]"
TVGN,2024-10-17,53.2,32.69,1.38,212918800,20.39,1.6,Gainer,Clinical Data,32.69,TVGN 489,"Tevogen Bio announced promising Phase I clinical trial results for TVGN 489 on or around October 17, 2024, showing it was well-tolerated, achieved high viral elimination rates, faster symptom resolution, and no disease progression or Long COVID in treated high-risk COVID-19 patients.[1][3][5]"
TVGN,2024-08-07,53.2,32.68,0.61,2343000,12.83,2.55,Gainer,Clinical Data,32.68,TVGN 489,"No clinical trial data or results for TVGN were announced on or around August 7, 2024; the Phase I trial results were published in June 2024.[1][3][4][6]"
