ticker,event_date,event_type,move_pct,price_at_event,catalyst_type,catalyst_summary,drug_name,nct_id,indication,phase,is_pivotal,pivotal_evidence,press_release_url,primary_endpoint_met,primary_endpoint_result,ct_official_title,ct_phase,ct_enrollment,ct_conditions,ct_status,ct_sponsor,ct_allocation,ct_primary_completion,market_cap_m,current_price,cash_position_m,cash_runway_months,short_percent,institutional_ownership,analyst_target,analyst_rating,data_quality_score,errors,timestamp,data_quality_threshold_passed,is_valid_date,atr_pct,normalized_move,move_magnitude,move_class
MIST,2025-04-10,Gainer,3.73,0.75,Clinical Data,"No clinical trial data or results for the MIST trial (NCT06329401) were announced on or around April 10, 2025; available information includes only the trial protocol published in December 2025 and Avalyn Pharma's general pulmonary fibrosis program presentations at ATS 2025 on May 6, 2025.",AP01 (inhaled pirfenidone),NCT06329401,Progressive Pulmonary Fibrosis,Phase 2b,True,"Phase 2b randomized, double-blind, placebo-controlled design (MIST study, NCT06329401) is a pivotal trial evaluating safety and efficacy of AP01 in progressive pulmonary fibrosis, positioned to support future regulatory approval",,Unclear,"No clinical trial results for the MIST trial were announced on or around April 10, 2025; the trial was ongoing as of the search results, with long-term data from the Phase 1b ATLAS extension study (up to 240 weeks) showing continued antifibrotic effects and favorable safety profile","A Randomized, Double-Blind, Placebo-Controlled, Phase 2b Study Evaluating the Safety and Efficacy of Pirfenidone Solution for Inhalation (AP01) in Participants With PPF",PHASE2,375.0,Progressive Pulmonary Fibrosis,RECRUITING,Avalyn Pharma Inc.,RANDOMIZED,2027-06,144.79,1.7,82.58,22.0,0.11,0.42,6.6,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,39.17,0.1,Low,Low
TBIO,2025-05-08,Loser,-90.08,0.01,Clinical Data,"Theriva Biologics (TBIO) announced positive results from the VIRAGE Phase 2b clinical trial of VCN-01 with gemcitabine/nab-paclitaxel in metastatic pancreatic cancer patients around May 8, 2025, showing improved overall survival, progression-free survival, and duration of response versus standard-of-care alone.[1]",VCN-01 (zabilugene almadenorepvec),NCT05057715,metastatic pancreatic ductal adenocarcinoma,Phase 2b,False,,,Yes,"Met primary endpoints of overall survival and safety/tolerability, with metastatic PDAC patients receiving VCN-01 plus gemcitabine/nab-paclitaxel showing improved OS, PFS, and DoR compared to standard-of-care chemotherapy alone.",Phase 1 Trial of Human Chimeric Antigen Receptor Modified T Cells (huCART-meso) Administered in Combination With VCN-01 in Patients With Pancreatic and Serous Epithelial Ovarian Cancer,PHASE1,13.0,Pancreatic Cancer; Serous Ovarian Cancer,ACTIVE_NOT_RECRUITING,University of Pennsylvania,NON_RANDOMIZED,2038-09,0.1,0.06,4.51,2.0,0.07,0.3,,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,66.53,1.35,Low,Low
PTGX,2025-03-10,Gainer,45.89,55.95,Clinical Data,"Protagonist Therapeutics announced positive topline results from the Phase 2b ANTHEM-UC trial of icotrokinra on March 10, 2025, driving a 45.9% stock gain.",icotrokinra,NCT06807424,Ulcerative Colitis,Phase 2,False,,,Yes,,"A Phase 3, Multicenter, Randomized, Double-blind, Placebo-controlled Study Evaluating the Efficacy and Safety of JNJ-77242113 for the Treatment of Biologic-experienced Participants With Active Psoriatic Arthritis",PHASE3,750.0,"Arthritis, Psoriatic",RECRUITING,"Janssen Research & Development, LLC",RANDOMIZED,2027-02-10,5094.4,81.49,576.12,,0.16,1.19,101.92,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T14:52:00.367975,True,True,5.34,8.59,High,High
VSTM,2024-06-10,Loser,-2.35,3.32,Clinical Data,"No clinical trial data or results for VSTM were announced on or around June 10, 2024; the closest announcement was positive initial interim safety and efficacy results from the RAMP 205 trial on May 24, 2024, with a poster presentation at ASCO on June 1, 2024.",avutometinib plus defactinib,NCT06630260,"Glioblastoma Multiforme (GBM); Glioblastoma Multiform (Grade IV Astrocytoma); Diffuse Hemispheric Glioma, H3 G34-Mutant; Malignant Primary Gliomas",Phase 1/2,False,,,Unclear,"No clinical trial data or results for VSTM were announced on or around June 10, 2024; the closest announcement was positive initial interim safety and efficacy results from the RAMP 205 trial on May 24, 2024, with a poster presentation at ASCO on June 1, 2024.",A Phase 1/2 Trial of the Doublet Combination of Avutometinib and Defactinib and as a Triplet in Combination With Temozolomide in Patients With High Grade Malignant Brain Tumours Within the 5G Platform,PHASE1/PHASE2,182.0,"Glioblastoma Multiforme (GBM); Glioblastoma Multiform (Grade IV Astrocytoma); Diffuse Hemispheric Glioma, H3 G34-Mutant; Malignant Primary Gliomas",RECRUITING,"Institute of Cancer Research, United Kingdom",NON_RANDOMIZED,2029-09-30,446.65,5.93,137.71,12.0,0.22,0.99,16.62,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,28.89,0.08,Low,Low
ANAB,2025-02-12,Gainer,30.51,16.15,Clinical Data,"AnaptysBio announced positive Phase 2b RENOIR trial results for rosnilimab in moderate-to-severe rheumatoid arthritis, meeting the primary endpoint across all three doses compared to placebo at week 12, with the drug demonstrating statistical significance and numerical superiority at all doses.",rosnilimab,NCT06041269,Moderate-to-severe rheumatoid arthritis,Phase 2,False,,,Yes,,"A Phase 2, Randomized, Double Blind, Placebo Controlled Study to Evaluate the Efficacy and Safety of Rosnilimab in Subjects with Moderate to Severe Rheumatoid Arthritis",PHASE2,420.0,Rheumatoid Arthritis,ACTIVE_NOT_RECRUITING,"AnaptysBio, Inc.",RANDOMIZED,2024-11-29,1484.81,53.08,248.96,20.0,0.39,1.05,67.92,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T17:35:14.572676,True,True,10.02,3.04,High,High
BHVN,2025-11-06,Gainer,2.28,8.53,Clinical Data,"Biohaven announced Phase 2 proof-of-concept study results for BHV-7000 in major depressive disorder (MDD) on December 24, 2025, which missed the primary endpoint but showed trends favoring the drug in severe depression subgroups and an acceptable safety profile.[1][4]",BHV-7000,NCT06309966,major depressive disorder,Phase 2,False,,,No,"Did not meet primary endpoint of reduction in MADRS score over 6 weeks compared to placebo, but showed trends favoring BHV-7000 in severe depression subgroups.","A Phase 2/3 Multicenter, Randomization, Double-Blind, Placebo-Controlled, Study to Evaluate the Efficacy, Safety and Tolerability of BHV-7000 in Subjects With Refractory Focal Onset Epilepsy",PHASE2/PHASE3,390.0,Focal Epilepsy,RECRUITING,Biohaven Therapeutics Ltd.,RANDOMIZED,2026-05,1490.09,11.23,260.22,4.0,0.17,0.9,20.94,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,9.11,0.25,Low,Low
VRCA,2024-08-21,Gainer,2.83,29.1,Clinical Data,"Verrica Pharmaceuticals (VRCA) announced positive preliminary topline results from Part 2 of its Phase 2 clinical trial of VP-315 for basal cell carcinoma on August 14, 2024, showing 51% complete histological clearance, 86% overall tumor size reduction, and good tolerability with no serious adverse events.",VP-315,NCT05188729,basal cell carcinoma,Phase 2,False,,,Yes,Achieved 51% complete histological clearance and 86% overall tumor size reduction in Part 2 of the Phase 2 trial.,"A Phase 2, Multicenter, Open-label, Proof-of-concept Study With Safety Run-in to Evaluate the Safety, Pharmacokinetics, and Efficacy of VP-315 in Adult Subjects With Basal Cell Carcinoma",PHASE2,92.0,"Basal Cell Carcinoma; Skin Cancer; Cancer of the Skin, Basal Cell; Cancer of the Skin; Carcinoma",COMPLETED,Verrica Pharmaceuticals Inc.,NON_RANDOMIZED,2024-04-15,92.58,5.79,21.1,8.0,0.03,0.33,16.5,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,21.92,0.13,Low,Low
LXEO,2025-05-12,Loser,-2.23,2.63,Clinical Data,"Lexeo Therapeutics released its Q3 2025 10-Q SEC filing on May 12, 2025, which included clinical trials updates on LX2006 for Friedreich ataxia cardiomyopathy, noting improvements in cardiac biomarkers and frataxin protein expression from ongoing Phase 1/2 trials.",LX2006,NCT05445323,Friedreich Ataxia Cardiomyopathy,Phase 1/2,False,,,Unclear,Primary endpoint was safety and tolerability; LX2006 was generally well tolerated with no serious adverse events grade 3 or higher and no signs of complement activation or significant liver enzyme elevations.,A Phase 1/2 Study of the Safety and Efficacy of LX2006 Gene Therapy in Participants With Cardiomyopathy Associated With Friedreich's Ataxia,PHASE1/PHASE2,8.0,"Friedreich Ataxia; Cardiomyopathy, Secondary",ACTIVE_NOT_RECRUITING,Lexeo Therapeutics,,2029-09,459.09,6.29,122.76,13.0,0.18,1.15,19.64,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,23.13,0.1,Low,Low
ANRO,2024-10-29,Loser,-4.98,4.01,Clinical Data,"Alto Neuroscience (ANRO) announced topline results from the Phase 2b trial of ALTO-100 for major depressive disorder (MDD) on October 22, 2024, which failed to meet its primary endpoint of change in MADRS score compared to placebo.[8][9]",ALTO-100,NCT06656416,major depressive disorder,Phase 2b,False,,,No,Failed to meet primary endpoint of change in MADRS score compared to placebo.,"A Randomized, Double-Blind, Placebo-Controlled Study Followed by Open-Label Treatment of ALTO-100 in Adults With Bipolar Disorder Currently Experiencing a Major Depressive Episode",PHASE2,200.0,Bipolar Disorder I or II With a Major Depressive Episode,RECRUITING,Alto Neuroscience,RANDOMIZED,2026-08,547.39,17.62,137.82,31.0,0.08,0.79,31.25,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,33.51,0.15,Low,Low
GLUE,2026-01-07,Gainer,45.41,23.28,Clinical Data,"Monte Rosa Therapeutics announced positive interim Phase 1 data for MRT-8102 showing 85% reduction in CRP levels, 94% of participants achieving CRP below 2 mg/L, and 80-90% NEK7 degradation in subjects with elevated cardiovascular disease risk.",MRT-8102,NCT07119125,Atherosclerotic cardiovascular disease (ASCVD) / elevated CVD risk,Phase 1,False,,https://www.stocktitan.net/news/GLUE/monte-rosa-therapeutics-announces-positive-interim-phase-1-data-of-v7jmw0gkww3w.html,Unclear,,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled Single and Multiple Dose Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of MRT-8102 in Healthy Participants and in Participants at Cardiovascular Risk With Elevated CRP",PHASE1,100.0,Healthy Volunteers; Elevated CRP,RECRUITING,"Monte Rosa Therapeutics, Inc",RANDOMIZED,2026-01,285.4,1.12,133.5,18.0,12.45,68.7,14.5,Buy,1.0,,2026-01-21T14:52:29.015238,True,True,9.39,4.84,High,High
IVVD,2025-02-05,Gainer,68.8,2.11,Clinical Data,"Invivyd announced positive Phase 1/2 clinical data on February 3, 2025, which drove the stock surge on February 5, 2025.",,NCT05791318,,Phase 1/2,False,,,Unclear,,"A Phase 1, Randomized, Triple-Blind, Placebo-Controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Immunogenicity of the Monoclonal Antibody VYD222 in Healthy Adult Participants",PHASE1,30.0,COVID-19,COMPLETED,"Invivyd, Inc.",RANDOMIZED,2024-05-08,439.9,1.56,84.97,12.0,0.1,0.82,10.0,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T17:33:36.227859,True,True,9.61,7.16,High,High
SAVA,2024-12-05,Gainer,3.73,3.06,Clinical Data,"No clinical trial data or results for SAVA (Cassava Sciences) were announced on or around 2024-12-05; topline results from the Phase 3 RETHINK-ALZ trial were reported in November 2024, with plans to share 12-month data by end of 2024, but specific December 5 announcement not mentioned.",Simufilam,NCT04994483,Alzheimer Disease,Phase 3,True,Phase 3 trial designed to evaluate safety and efficacy as potential registrational study for Alzheimer's disease[1][2][3],,No,Failed to meet prespecified co-primary endpoints of change in cognition (ADAS-COG12) and function (ADCS-ADL) from baseline to week 52/76 in RETHINK-ALZ and REFOCUS-ALZ trials[1][2][3],"A Phase 3, Randomized, Double-blind, Placebo-controlled, Parallel-group, 52-week Study Evaluating the Safety and Efficacy of Simufilam 100 mg Tablets in Subjects With Mild-to-Moderate Alzheimer's Disease",PHASE3,804.0,Alzheimer Disease,COMPLETED,"Cassava Sciences, Inc.",RANDOMIZED,2024-10-02,102.9,2.13,106.08,15.0,0.15,0.29,8.0,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,112.9,0.03,Low,Low
KYTX,2025-10-08,Gainer,32.72,7.18,Clinical Data,"Wells Fargo raised Kyverna Therapeutics' price target from $24 to $27 on October 8, 2025, maintaining an Overweight rating, likely driven by positive interim Phase 2 data from the KYSA-6 study of KYV-101 in generalized myasthenia gravis announced around the same time.",KYV-101,NCT06384976,Generalized Myasthenia Gravis,Phase 2,False,,,Unclear,,"KYSA-7: A Phase 2, Open-Label, Randomized, Multicenter Study of KYV-101, an Autologous Fully Human Anti-CD19 Chimeric Antigen Receptor T-Cell (CD19 CAR T) Therapy, in Subjects With Refractory Primary and Secondary Progressive Multiple Sclerosis",PHASE2,120.0,"Multiple Sclerosis, Primary Progressive; Multiple Sclerosis, Secondary Progressive; Multiple Sclerosis; MS",ACTIVE_NOT_RECRUITING,Kyverna Therapeutics,RANDOMIZED,2027-04,432.74,7.26,171.14,13.0,0.09,0.63,29.6,strong_buy,0.91,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T15:02:56.162162,True,True,10.66,3.07,High,High
CTMX,2024-05-16,Gainer,2.04,2.0,Clinical Data,"CytomX Therapeutics (CTMX) announced preliminary Phase 1a dose escalation clinical trial data for CX-904 on May 8, 2024, based on a data cutoff of April 16, 2024, from 35 patients, which is on or around 2024-05-16.[4][5][6]",CX-904,NCT05387265,EGFR-expressing advanced metastatic solid tumors,Phase 1a,False,,,Unclear,"Phase 1a dose escalation trial primarily assessed safety and tolerability, showing a favorable safety profile with no CRS of any grade in step-dosing cohorts and encouraging anti-tumor activity including confirmed partial responses in 2 of 6 pancreatic cancer patients.","A Phase 1/1b, Open-label, Dose-finding, First-in-human Study to Evaluate the Safety and Antitumor Activity of CX-904, an EGFR-targeted T-cell Engager in Advanced Solid Tumors (CTMX-904-101)",PHASE1,83.0,Solid Tumors,TERMINATED,CytomX Therapeutics,,2025-06-04,920.03,5.43,143.63,23.0,0.09,0.92,9.0,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,38.05,0.05,Low,Low
BIOA,2024-12-16,Loser,-3.27,4.14,Clinical Data,"BioAge Labs (BIOA) announced on December 6, 2024, the discontinuation of its STRIDES Phase 2 clinical trial of azelaprag due to unexpected liver transaminitis observed in some patients, with related discussions and financial results reported around December 16, 2024.[1][2][3]",azelaprag,NCT06515418,Obesity,Phase 2,False,,,Unclear,"Trial discontinued due to unexpected liver transaminitis in 11 of 204 participants receiving azelaprag, prior to assessing primary endpoint of mean percent change in body weight at Week 24.","A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Parallel-Arm Proof-of-Concept Study to Investigate Efficacy and Safety of Oral Azelaprag Plus Once Weekly Tirzepatide Compared with Tirzepatide Alone in Participants with Obesity Aged 55 Years and Over (STRIDES)",PHASE2,204.0,Obesity,TERMINATED,"BioAge Labs, Inc.",RANDOMIZED,2025-02-06,856.34,20.51,285.78,58.0,0.03,0.64,33.33,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,47.03,0.07,Low,Low
ORIC,2025-02-28,Gainer,2.42,8.03,Clinical Data,"ORIC Pharmaceuticals reported Phase 1b clinical trial data for ORIC-944 in metastatic castration-resistant prostate cancer (mCRPC) on February 18, 2025, including encouraging early safety and efficacy results from ongoing dose escalation trials in combination with androgen receptor inhibitors like apalutamide and darolutamide.[4]",ORIC-944,NCT05413421,metastatic castration-resistant prostate cancer,Phase 1b,False,,,Unclear,Determined recommended Phase 2 dose (RP2D) via 3+3 dose escalation design with encouraging PSA50 response rate of 55% (40% confirmed) and ctDNA reductions in 76% of patients.,"An Open-Label, Phase 1/1b Study of ORIC-944 as a Single Agent or in Combination With an Androgen Receptor Pathway Inhibitor in Patients With Metastatic Prostate Cancer",PHASE1,250.0,Metastatic Prostate Cancer,RECRUITING,ORIC Pharmaceuticals,NON_RANDOMIZED,2025-12,1081.99,11.11,287.14,29.0,0.23,1.21,21.0,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,17.42,0.14,Low,Low
STRO,2025-04-24,Gainer,44.44,13.0,Clinical Data,"Sutro Biopharma announced the first cohort dosed in the Phase 1 trial of STRO-004 in TF-expressing tumors, driving a 44.4% stock gain on 2025-04-24.",STRO-004,NCT07227168,TF-expressing tumors,Phase 1,False,,,,,"A Phase 1 Open-Label Study to Evaluate Safety, Pharmacokinetics, and Preliminary Anti-Tumor Activity of STRO-004 in Adults With Refractory/Recurrent Metastatic Solid Tumors",PHASE1,200.0,Head and Neck Squamous Cell Carcinoma HNSCC; Non-Small Cell Lung Cancer NSCLC; Esophageal Cancer; Gastric Cancer; Colorectal Cancer; Pancreatic Ductal Adenocarcinoma (PDAC); Cervical Cancer; Endometrial Cancer; Urothelial Cancer,RECRUITING,"Sutro Biopharma, Inc.",NON_RANDOMIZED,2027-12,264.83,16.16,167.59,9.0,0.07,0.34,21.25,none,0.91,Financial fetch error: Expecting value: line 1 column 1 (char 0),2026-01-21T14:52:48.499150,True,True,13.79,3.22,High,High
IMRX,2024-03-14,Loser,-50.68,2.9,Clinical Data,"Immuneering reported Phase 2a data for atebimetinib in combination with modified gemcitabine/nab-paclitaxel showing positive overall survival, response, and safety outcomes for pancreatic cancer, but the stock fell approximately 30-40% due to comparisons being made to historical benchmarks rather than a randomized control arm, combined with concerns about long Phase 3 timelines and equity dilution.",atebimetinib,NCT05585320,Pancreatic cancer,Phase 2,False,,,Unclear,,"A Phase 1/2a, Open-Label, Multicenter, Nonrandomized, Safety and Anti-tumor Activity Study of IMM-1-104, a Novel Oral Dual MEK1/2 Inhibitor in Participants With Advanced or Metastatic Solid Tumors",PHASE1/PHASE2,209.0,Advanced Solid Tumor; Pancreatic Adenocarcinoma; Malignant Melanoma (Cutaneous); Non-small Cell Lung Cancer (NSCLC),ACTIVE_NOT_RECRUITING,Immuneering Corporation,NON_RANDOMIZED,2026-06,45.2,1.23,28.5,18.0,12.4,15.7,5.5,Buy,0.91,,2026-01-21T14:50:00.318929,True,True,7.83,6.47,High,High
NKTR,2025-06-24,Gainer,156.29,24.45,Clinical Data,"Nektar Therapeutics announced that its Phase 2b REZOLVE-AD trial of rezpegaldesleukin met primary endpoints with 61% EASI improvement and 42% EASI-75 response rate in atopic dermatitis patients, triggering a 156% stock surge on June 24, 2025.",rezpegaldesleukin (rezpeg),NCT06136741,Atopic Dermatitis,Phase 2/3,False,,,Yes,"61% EASI improvement, 42% EASI-75 response rate","A Phase 2b, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Rezpegaldesleukin in the Treatment of Adult Patients With Moderate-to-Severe Atopic Dermatitis (REZOLVE-AD)",PHASE2,396.0,Moderate to Severe Atopic Dermatitis,ACTIVE_NOT_RECRUITING,Nektar Therapeutics,RANDOMIZED,2025-05-06,512.0,1.23,145.0,8.0,12.4,68.2,5.5,Buy,0.91,,2026-01-21T14:41:17.234443,True,True,16.66,9.38,High,High
CYTK,2025-09-02,Gainer,40.45,49.62,Clinical Data,"Cytokinetics' shares soared 40.5% on September 2, 2025, after phase III MAPLE-HCM results showed aficamten outperformed metoprolol in obstructive hypertrophic cardiomyopathy (oHCM).[3][5][6]",aficamten,NCT04848506,obstructive hypertrophic cardiomyopathy (oHCM),Phase 3,True,phase III MAPLE-HCM results,,Yes,,"A Follow-Up, Open-Label, Research Evaluation of Sustained Treatment With Aficamten (CK-3773274) in Hypertrophic Cardiomyopathy (HCM)",PHASE2/PHASE3,900.0,Symptomatic Hypertrophic Cardiomyopathy (HCM),ENROLLING_BY_INVITATION,Cytokinetics,,2028-03,1284.0,1.85,352.0,18.0,12.4,68.2,3.25,Buy,0.91,,2026-01-21T14:55:53.932075,True,True,5.37,7.53,High,High
VIR,2025-01-08,Gainer,58.17,12.48,Clinical Data,"Vir Biotechnology presented encouraging Phase 1 data on January 8, 2025 for two dual-masked T-cell engagers: VIR-5818 showing 50% tumor shrinkage in HER2-positive solid tumors and VIR-5500 showing 58% PSA50 response rate in metastatic castration-resistant prostate cancer, driving a 58% stock price increase.",VIR-5818 and VIR-5500,NCT05356741,HER2-positive solid tumors and metastatic castration-resistant prostate cancer (mCRPC),Phase 1,False,,https://investors.vir.bio/news/news-details/2025/Vir-Biotechnology-Announces-Encouraging-Safety-and-Efficacy-Data-in-Ongoing-Dose-Escalation-Trials-for-Dual-Masked-T-Cell-Engagers-VIR-5818-in-Solid-Tumors-and-VIR-5500-in-mCRPC/default.aspx,Yes,VIR-5818: 50% (10/20) of participants at doses ≥400 µg/kg experienced tumor shrinkage; VIR-5500: 58% (7/12) PSA50 response rate with only 25% CRS (none grade 3),"A Phase 1, Multicenter, Open-Label, First-in-Human Study of the Safety and Pharmacokinetics of VIR-5818 Alone and in Combination With Pembrolizumab in Participants With Locally Advanced or Metastatic HER2-Expressing Cancers",PHASE1/PHASE2,645.0,Locally Advanced or Metastatic HER2-Expressing Cancers,RECRUITING,"Vir Biotechnology, Inc.",NON_RANDOMIZED,2027-08-16,844.0,6.06,506.51,13.0,0.14,0.8,17.08,strong_buy,1.0,Missing financials: cash_position_m,2026-01-21T14:47:56.505341,True,True,4.64,12.54,High,High
VRCA,2025-04-17,Gainer,2.51,4.91,Clinical Data,"No clinical trial data or results for VRCA were announced on or around April 17, 2025; the closest events were YCANTH CHMP feedback on April 7, 2025, and prior VP-315 Phase 2 results from August 2024 with additional analyses in November 2025.",VP-315,NCT05188729,Basal Cell Carcinoma,Phase 2,False,,,Yes,"VP-315 achieved 51% complete histologic clearance rate and 97% overall objective response rate, with 86% overall reduction in tumor size across all treated subjects[1][2]","A Phase 2, Multicenter, Open-label, Proof-of-concept Study With Safety Run-in to Evaluate the Safety, Pharmacokinetics, and Efficacy of VP-315 in Adult Subjects With Basal Cell Carcinoma",PHASE2,92.0,"Basal Cell Carcinoma; Skin Cancer; Cancer of the Skin, Basal Cell; Cancer of the Skin; Carcinoma",COMPLETED,Verrica Pharmaceuticals Inc.,NON_RANDOMIZED,2024-04-15,92.58,5.79,21.1,8.0,0.03,0.33,16.5,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,18.14,0.14,Low,Low
CTMX,2024-05-10,Loser,-2.94,1.98,Clinical Data,"CytomX Therapeutics (CTMX) announced preliminary Phase 1a clinical trial data for CX-904 on May 8, 2024, which is on or around 2024-05-10, based on a data cutoff of April 16, 2024 from 35 patients.[4][5][6]",CX-904,NCT05387265,Advanced or metastatic solid tumors expressing EGFR,Phase 1,False,,,Unclear,"CX-904 demonstrated a favorable safety profile with no grade 2 or higher cytokine release syndrome at the highest 6 mg dose, and 8 patients experienced measurable tumor reduction, with 2 of 6 pancreatic cancer patients achieving confirmed partial response.","A Phase 1/1b, Open-label, Dose-finding, First-in-human Study to Evaluate the Safety and Antitumor Activity of CX-904, an EGFR-targeted T-cell Engager in Advanced Solid Tumors (CTMX-904-101)",PHASE1,83.0,Solid Tumors,TERMINATED,CytomX Therapeutics,,2025-06-04,920.03,5.43,143.63,23.0,0.09,0.92,9.0,buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,13.73,0.21,Low,Low
VSTM,2024-06-05,Gainer,2.99,3.79,Clinical Data,"No clinical trial data or results for Verastem Oncology (VSTM) were announced on or around June 5, 2024; the closest was initial RAMP 201 results presented at ASCO in June 2024, with major updates like NDA acceptance based on RAMP 201 data occurring later in 2024.",avutometinib plus defactinib,NCT06630260,"Glioblastoma Multiforme (GBM); Glioblastoma Multiform (Grade IV Astrocytoma); Diffuse Hemispheric Glioma, H3 G34-Mutant; Malignant Primary Gliomas",Phase 1/2,False,,,Unclear,"No clinical trial data or results for Verastem Oncology (VSTM) avutometinib plus defactinib were announced on or around June 5, 2024; the closest was initial RAMP 201 results presented at ASCO in June 2024 for recurrent low-grade serous ovarian cancer.",A Phase 1/2 Trial of the Doublet Combination of Avutometinib and Defactinib and as a Triplet in Combination With Temozolomide in Patients With High Grade Malignant Brain Tumours Within the 5G Platform,PHASE1/PHASE2,182.0,"Glioblastoma Multiforme (GBM); Glioblastoma Multiform (Grade IV Astrocytoma); Diffuse Hemispheric Glioma, H3 G34-Mutant; Malignant Primary Gliomas",RECRUITING,"Institute of Cancer Research, United Kingdom",NON_RANDOMIZED,2029-09-30,446.65,5.93,137.71,12.0,0.22,0.99,16.62,strong_buy,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,29.88,0.1,Low,Low
STOK,2024-03-27,Gainer,37.71,14.17,Clinical Data,,,NCT06872125,,,False,,,,,"EMPEROR: A Multicenter, Randomized, Double-blind, Sham-controlled, Parallel Group, Phase 3 Study Evaluating the Efficacy, Safety, and Tolerability of Zorevunersen (STK-001) in Patients With Dravet Syndrome",PHASE3,170.0,Dravet Syndrome,RECRUITING,"Stoke Therapeutics, Inc",RANDOMIZED,2027-03,1822.61,31.91,248.31,,0.23,1.23,41.89,strong_buy,0.64,"Missing financials: market_cap_m, current_price, cash_position_m",2026-01-21T17:34:19.708879,False,True,10.94,3.45,High,High
KALA,2025-12-10,Loser,-2.04,0.77,Clinical Data,"KALA BIO announced on September 29, 2025, that the CHASE Phase 2b clinical trial of KPI-012 for persistent corneal epithelial defect (PCED) failed to meet its primary endpoint of complete healing and key secondary endpoints, with no meaningful difference versus placebo.[2]",KPI-012,NCT05727878,Persistent Corneal Epithelial Defect,Phase 2b,True,CHASE trial expected to serve as a pivotal trial in support of a Biologics License Application[7],,No,"Did not meet primary endpoint of complete healing of PCED at Week 8, with no meaningful difference versus placebo[1]",A Study to Evaluate Safety and Efficacy of KPI-012 Ophthalmic Solution in Participants With Persistent Corneal Epithelial Defect (PCED),PHASE2,103.0,Persistent Corneal Epithelial Defect,TERMINATED,"Combangio, Inc",RANDOMIZED,2025-09-29,346.31,0.38,21.1,7.0,0.03,0.01,,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,30.1,0.07,Low,Low
MIST,2025-04-08,Loser,-4.25,0.65,Clinical Data,"No clinical trial data or results for the MIST study (NCT06329401), a phase 2b trial of inhaled pirfenidone in progressive pulmonary fibrosis, were announced on or around 2025-04-08; only the trial protocol was published on 2025 Dec 25.[1]",pirfenidone solution for inhalation (AP01),NCT06329401,Progressive Pulmonary Fibrosis,Phase 2b,False,,,Unclear,No clinical trial results available; primary endpoint is change from baseline in forced vital capacity at week 52.,"A Randomized, Double-Blind, Placebo-Controlled, Phase 2b Study Evaluating the Safety and Efficacy of Pirfenidone Solution for Inhalation (AP01) in Participants With PPF",PHASE2,375.0,Progressive Pulmonary Fibrosis,RECRUITING,Avalyn Pharma Inc.,RANDOMIZED,2027-06,144.79,1.7,82.58,22.0,0.11,0.42,6.6,none,0.82,"Missing financials: market_cap_m, current_price, cash_position_m",,True,True,42.42,0.1,Low,Low
RYTM,2025-07-09,Gainer,36.63,89.0,Clinical Data,"Rhythm Pharmaceuticals announced positive topline results from the Phase 2 trial of bivamelagon in acquired hypothalamic obesity on July 9, 2025, driving a 36.6% stock surge amid investor anticipation and Leerink's 'Outperform' rating.",bivamelagon,NCT07156578,hypothalamic obesity,Phase 2,False,,,Unclear,,"A Long-Term, Open-Label Extension Study of Bivamelagon in Participants With Hypothalamic Obesity (HO)",PHASE2,25.0,Hypothalamic Obesity,ENROLLING_BY_INVITATION,"Rhythm Pharmaceuticals, Inc.",,2028-04-15,2850.0,52.75,512.0,18.0,12.4,78.2,68.5,Strong Buy,0.91,,2026-01-21T14:58:33.115573,True,True,2.99,12.25,High,High
